origin,destination,count
URDW,NAEN,63
ZUE,NAEN,189
ZAS,NAEN,65
ZSTH,NAEN,102
ZOER,NAEN,181
ZHDB,NAEN,94
RW,NAEN,10
JO,NAEN,10
RUE,NAEN,10
BUB,NAEN,10
WZ,NAEN,95
UST,NAEN,189
URD,SCWE,63
BIR,SCWE,63
BON,SCWE,63
HED,SCWE,63
AF,SCWE,63
URDW,SCWE,63
ZUE,SCWE,189
ZAS,SCWE,65
ZSTH,SCWE,102
ZOER,SCWE,181
ZHDB,SCWE,94
RW,SCWE,10
JO,SCWE,10
RUE,SCWE,10
BUB,SCWE,10
WZ,SCWE,95
UST,SCWE,189
NAEN,SCWE,189
URD,HI,62
BIR,HI,62
BON,HI,62
HED,HI,62
AF,HI,62
URDW,HI,62
ZUE,HI,83
ZAS,HI,64
ZSTH,HI,1
ZOER,HI,82
ZHDB,HI,1
WZ,HI,84
UST,HI,82
NAEN,HI,82
SCWE,HI,82
DUE,HI,82
WS,HI,82
ZUE,ZTB,207
ZSTH,ZTB,207
ZUE,ZSEB,90
ZSTH,ZSEB,87
ZTB,ZSEB,87
ZOER,ZSEB,92
ZUE,ZAF,99
ZSTH,ZAF,87
ZTB,ZAF,87
ZOER,ZAF,101
ZSEB,ZAF,92
ZUE,ZK,178
ZSTH,ZK,178
ZTB,ZK,178
ZOER,ZK,170
ZSEB,ZK,62
ZAF,ZK,62
ZFH,ZK,94
ZHDB,ZK,171
ZUE,KUES,185
ZSTH,KUES,185
ZTB,KUES,178
ZOER,KUES,170
ZSEB,KUES,62
ZAF,KUES,62
ZFH,KUES,94
ZHDB,KUES,178
ZK,KUES,178
ZUE,ERLB,178
ZSTH,ERLB,178
ZTB,ERLB,178
ZOER,ERLB,170
ZSEB,ERLB,62
ZAF,ERLB,62
ZFH,ERLB,94
ZHDB,ERLB,171
ZK,ERLB,178
KUES,ERLB,178
ZUE,HERL,178
ZSTH,HERL,178
ZTB,HERL,178
ZOER,HERL,170
ZSEB,HERL,62
ZAF,HERL,62
ZFH,HERL,94
ZHDB,HERL,171
ZK,HERL,178
KUES,HERL,178
ERLB,HERL,178
ZUE,ML,187
ZSTH,ML,187
ZTB,ML,102
ZOER,ML,173
ZSEB,ML,62
ZAF,ML,62
ZFH,ML,18
ZHDB,ML,181
ZK,ML,101
KUES,ML,108
ERLB,ML,101
HERL,ML,101
ZUE,UET,167
ZSTH,UET,167
ZTB,UET,89
ZOER,UET,161
ZSEB,UET,62
ZAF,UET,62
ZFH,UET,6
ZHDB,UET,162
ZK,UET,88
KUES,UET,88
ERLB,UET,88
HERL,UET,88
ML,UET,167
ZUE,MAEN,111
ZSTH,MAEN,111
ZTB,MAEN,26
ZOER,MAEN,99
ZFH,MAEN,6
ZHDB,MAEN,106
ZK,MAEN,25
KUES,MAEN,32
ERLB,MAEN,25
HERL,MAEN,25
ML,MAEN,111
UET,MAEN,104
ZUE,STAE,111
ZSTH,STAE,111
ZTB,STAE,26
ZOER,STAE,99
ZFH,STAE,6
ZHDB,STAE,106
ZK,STAE,25
KUES,STAE,32
ERLB,STAE,25
HERL,STAE,25
ML,STAE,111
UET,STAE,104
MAEN,STAE,111
ZUE,UER,86
ZSTH,UER,86
ZTB,UER,9
ZOER,UER,83
ZFH,UER,5
ZHDB,UER,83
ZK,UER,8
KUES,UER,8
ERLB,UER,8
HERL,UER,8
ML,UER,86
UET,UER,86
MAEN,UER,86
STAE,UER,86
ZUE,KGO,178
ZSTH,KGO,178
ZTB,KGO,178
ZOER,KGO,170
ZSEB,KGO,62
ZAF,KGO,62
ZFH,KGO,94
ZHDB,KGO,171
ZK,KGO,178
KUES,KGO,178
ERLB,KGO,178
HERL,KGO,178
ML,KGO,101
UET,KGO,88
MAEN,KGO,25
STAE,KGO,25
UER,KGO,8
RW,KGO,8
ZUE,ORD,215
ZOER,ORD,206
ZWOL,ORD,206
ZEN,ORD,214
ZWIE,ORD,214
ZFH,ORD,10
RW,ORD,9
WS,ORD,196
KIL,ORD,206
RUES,ORD,206
TW,ORD,215
ZUE,HG,329
ZOER,HG,320
ZWOL,HG,206
ZEN,HG,328
ZWIE,HG,328
ZFH,HG,124
RW,HG,9
WS,HG,196
KIL,HG,206
RUES,HG,206
TW,HG,329
ORD,HG,215
ZUE,WAE,460
ZOER,WAE,312
ZWOL,WAE,206
ZEN,WAE,320
ZWIE,WAE,320
ZFH,WAE,116
RW,WAE,9
WS,WAE,196
KIL,WAE,206
RUES,WAE,206
TW,WAE,400
ORD,WAE,215
HG,WAE,321
ZUE,RI,318
ZOER,RI,309
ZWOL,RI,203
ZEN,RI,317
ZWIE,RI,317
ZFH,RI,116
RW,RI,9
WS,RI,193
KIL,RI,203
RUES,RI,203
TW,RI,318
ORD,RI,212
HG,RI,318
WAE,RI,318
ZUE,LA,286
ZOER,LA,220
ZWOL,LA,108
ZEN,LA,222
ZWIE,LA,222
ZFH,LA,116
WS,LA,104
KIL,LA,108
RUES,LA,108
TW,LA,226
ORD,LA,116
HG,LA,222
WAE,LA,286
RI,LA,222
PF,LA,287
ZUE,SIB,346
ZOER,SIB,209
ZWOL,SIB,95
ZEN,SIB,209
ZWIE,SIB,209
ZFH,SIB,116
WS,SIB,93
KIL,SIB,95
RUES,SIB,95
TW,SIB,286
ORD,SIB,104
HG,SIB,210
WAE,SIB,346
RI,SIB,210
PF,SIB,347
LA,SIB,274
ZUE,ZB,349
ZOER,ZB,209
ZWOL,ZB,95
ZEN,ZB,209
ZWIE,ZB,209
ZFH,ZB,116
RW,ZB,46
SCME,ZB,47
UZ,ZB,87
WS,ZB,93
KIL,ZB,95
RUES,ZB,95
TW,ZB,289
ORD,ZB,104
HG,ZB,210
WAE,ZB,349
RI,ZB,210
PF,ZB,350
LA,ZB,274
SIB,ZB,367
ZUE,NAEF,55
RW,NAEF,44
SCME,NAEF,45
UZ,NAEF,44
WAE,NAEF,55
PF,NAEF,55
LA,NAEF,55
SIB,NAEF,55
ZB,NAEF,109
ZUE,GL,55
RW,GL,44
SCME,GL,45
UZ,GL,44
WAE,GL,55
PF,GL,55
LA,GL,55
SIB,GL,55
ZB,GL,109
NAEF,GL,109
ZUE,KN,91
ZSTH,KN,91
ZOER,KN,14
ZHDB,KN,83
RW,KN,1
JO,KN,1
RUE,KN,1
BUB,KN,1
WZ,KN,106
HI,KN,3
STET,KN,91
ZUE,KL,98
ZSTH,KL,94
ZTB,KL,16
ZOER,KL,98
ZHDB,KL,98
ZK,KL,14
KUES,KL,14
ERLB,KL,14
HERL,KL,14
ML,KL,93
UET,KL,93
MAEN,KL,93
STAE,KL,93
UER,KL,78
RW,KL,78
KGO,KL,14
EF,KL,83
BSD,KL,98
ZUE,GLB,200
ZSTH,GLB,187
ZOER,GLB,200
ZHDB,GLB,200
RW,GLB,85
JO,GLB,85
RUE,GLB,85
BUB,GLB,85
WZ,GLB,99
UST,GLB,173
NAEN,GLB,94
SCWE,GLB,94
DUE,GLB,95
STET,GLB,114
KN,GLB,14
PFZ,GLB,14
FET,GLB,14
IL,GLB,14
EF,GLB,14
DTL,GLB,14
ZUE,RUEM,186
ZSTH,RUEM,173
ZOER,RUEM,186
ZHDB,RUEM,186
RW,RUEM,85
JO,RUEM,85
RUE,RUEM,85
BUB,RUEM,85
WZ,RUEM,85
UST,RUEM,173
NAEN,RUEM,94
SCWE,RUEM,94
DUE,RUEM,95
STET,RUEM,100
GLB,RUEM,186
ZUE,OGL,186
ZSTH,OGL,173
ZOER,OGL,186
ZHDB,OGL,186
RW,OGL,85
JO,OGL,85
RUE,OGL,85
BUB,OGL,85
WZ,OGL,85
UST,OGL,173
NAEN,OGL,94
SCWE,OGL,94
DUE,OGL,95
STET,OGL,100
GLB,OGL,186
RUEM,OGL,186
ZUE,NIE,87
ZSTH,NIE,79
ZOER,NIE,87
ZHDB,NIE,87
RW,NIE,79
JO,NIE,79
RUE,NIE,79
BUB,NIE,79
WZ,NIE,79
UST,NIE,79
DUE,NIE,1
STET,NIE,6
GLB,NIE,87
RUEM,NIE,87
OGL,NIE,91
ZUE,DI,87
ZSTH,DI,79
ZOER,DI,87
ZHDB,DI,87
RW,DI,79
JO,DI,79
RUE,DI,79
BUB,DI,79
WZ,DI,79
UST,DI,79
DUE,DI,1
STET,DI,6
GLB,DI,87
RUEM,DI,87
OGL,DI,91
NIE,DI,91
ZUE,OP,98
ZSTH,OP,94
ZTB,OP,16
ZOER,OP,98
ZHDB,OP,98
ZK,OP,14
KUES,OP,14
ERLB,OP,14
HERL,OP,14
ML,OP,93
UET,OP,93
MAEN,OP,93
STAE,OP,93
UER,OP,78
RW,OP,78
KGO,OP,14
EF,OP,83
BSD,OP,98
KL,OP,98
ZUE,HUEW,83
ZSTH,HUEW,80
ZOER,HUEW,83
ZHDB,HUEW,83
RW,HUEW,6
JO,HUEW,6
RUE,HUEW,6
BUB,HUEW,6
WZ,HUEW,6
UST,HUEW,80
NAEN,HUEW,80
SCWE,HUEW,80
DUE,HUEW,80
STET,HUEW,80
GLB,HUEW,83
RUEM,HUEW,83
OGL,HUEW,83
BUE,HUEW,91
EGL,HUEW,91
ZUE,RZ,83
ZSTH,RZ,80
ZOER,RZ,83
ZHDB,RZ,83
RW,RZ,6
JO,RZ,6
RUE,RZ,6
BUB,RZ,6
WZ,RZ,6
UST,RZ,80
NAEN,RZ,80
SCWE,RZ,80
DUE,RZ,80
STET,RZ,80
GLB,RZ,83
RUEM,RZ,83
OGL,RZ,83
BUE,RZ,91
EGL,RZ,91
HUEW,RZ,91
ZUE,REG,106
ZSTH,REG,87
ZTB,REG,87
ZOER,REG,108
ZSEB,REG,92
ZAF,REG,101
ZHDB,REG,106
ZK,REG,62
KUES,REG,62
ERLB,REG,62
HERL,REG,62
ML,REG,62
UET,REG,62
KGO,REG,62
BD,REG,75
WE,REG,75
ZUE,BUD,75
ZSTH,BUD,74
ZTB,BUD,74
ZOER,BUD,77
ZSEB,BUD,77
ZAF,BUD,77
ZHDB,BUD,75
ZK,BUD,62
KUES,BUD,62
ERLB,BUD,62
HERL,BUD,62
ML,BUD,62
UET,BUD,62
KGO,BUD,62
BD,BUD,75
WE,BUD,75
REG,BUD,77
ZUE,OF,75
ZSTH,OF,74
ZTB,OF,74
ZOER,OF,77
ZSEB,OF,77
ZAF,OF,77
ZHDB,OF,75
ZK,OF,62
KUES,OF,62
ERLB,OF,62
HERL,OF,62
ML,OF,62
UET,OF,62
KGO,OF,62
BD,OF,75
WE,OF,75
REG,OF,77
BUD,OF,77
ZUE,RS,30
ZOER,RS,30
ZFH,RS,30
UZ,RS,36
W,RS,33
WGR,RS,2
AD,RS,4
EL,RS,4
WF,RS,38
AW,RS,38
RH,RS,81
WA,RS,71
UZW,RS,37
FLA,RS,37
GSS,RS,37
HE,RS,74
DG,RS,71
SG,RS,167
SGF,RS,131
GOL,RS,131
ARB,RS,89
ZUE,HEBG,30
ZOER,HEBG,30
ZFH,HEBG,30
UZ,HEBG,36
W,HEBG,30
WA,HEBG,70
UZW,HEBG,32
FLA,HEBG,32
GSS,HEBG,32
HE,HEBG,72
DG,HEBG,70
SG,HEBG,122
SGF,HEBG,84
GOL,HEBG,84
RS,HEBG,246
RCK,HEBG,176
SMG,HEBG,247
ZUE,ALT,30
ZOER,ALT,30
ZFH,ALT,30
UZ,ALT,36
W,ALT,30
WA,ALT,70
UZW,ALT,32
FLA,ALT,32
GSS,ALT,32
HE,ALT,72
DG,ALT,70
SG,ALT,122
SGF,ALT,84
GOL,ALT,84
RS,ALT,245
RCK,ALT,177
SMG,ALT,250
HEBG,ALT,247
ZUE,BRAG,110
ZOER,BRAG,30
ZWOL,BRAG,1
ZEN,BRAG,2
ZWIE,BRAG,2
ZFH,BRAG,29
WS,BRAG,1
KIL,BRAG,1
RUES,BRAG,1
TW,BRAG,82
ORD,BRAG,2
HG,BRAG,3
WAE,BRAG,82
RI,BRAG,3
PF,BRAG,82
LA,BRAG,6
SIB,BRAG,79
ZB,BRAG,82
EF,BRAG,1
DTL,BRAG,1
W,BRAG,28
UZW,BRAG,30
FLA,BRAG,30
GSS,BRAG,30
SG,BRAG,30
RS,BRAG,61
RCK,BRAG,1
SMG,BRAG,61
HEBG,BRAG,61
ALT,BRAG,61
CH,BRAG,221
LQ,BRAG,222
ZUE,BU,57
ZOER,BU,30
ZFH,BU,30
UZ,BU,36
W,BU,30
WA,BU,38
UZW,BU,32
FLA,BU,32
GSS,BU,32
HE,BU,40
DG,BU,38
SG,BU,78
SGF,BU,40
GOL,BU,40
RS,BU,160
RCK,BU,90
SMG,BU,160
HEBG,BU,160
ALT,BU,161
RSST,BU,40
CH,BU,60
LQ,BU,61
BRAG,BU,61
ZUE,WAL,80
ZOER,WAL,2
ZWOL,WAL,1
ZEN,WAL,2
ZWIE,WAL,2
ZFH,WAL,1
UZ,WAL,41
WS,WAL,1
KIL,WAL,1
RUES,WAL,1
TW,WAL,79
ORD,WAL,2
HG,WAL,3
WAE,WAL,79
RI,WAL,3
PF,WAL,79
LA,WAL,6
SIB,WAL,79
ZB,WAL,122
EF,WAL,1
DTL,WAL,1
CH,WAL,80
LQ,WAL,80
BRAG,WAL,79
SA,WAL,123
RW,SCME,120
RW,UZ,120
SCME,UZ,121
RW,EIS,65
WAE,EIS,87
PF,EIS,65
RW,BIB,140
SCME,BIB,57
UZ,BIB,57
WAE,BIB,87
PF,BIB,140
EIS,BIB,159
RW,KUE,52
SCME,KUE,52
UZ,KUE,52
PF,KUE,52
BIB,KUE,52
LZ,KUE,135
RW,WA,67
SCME,WA,68
UZ,WA,153
PF,WA,57
BIB,WA,57
LZ,WA,52
KUE,WA,52
GD,WA,52
RW,HE,67
SCME,HE,68
UZ,HE,152
PF,HE,57
BIB,HE,57
LZ,HE,52
KUE,HE,52
GD,HE,52
RH,HE,30
KRH,HE,30
WA,HE,224
GSS,HE,69
RW,DG,7
SCME,DG,8
UZ,DG,92
PF,DG,1
BIB,DG,1
WA,DG,164
HE,DG,164
UZ,SGF,40
SH,SGF,74
W,SGF,3
WGR,SGF,2
AD,SGF,4
EL,SGF,4
RH,SGF,97
KRH,SGF,87
KR,SGF,87
STR,SGF,75
WA,SGF,75
UZW,SGF,5
FLA,SGF,5
GSS,SGF,5
HE,SGF,86
DG,SGF,75
SG,SGF,298
UZ,GOL,40
W,GOL,3
WGR,GOL,2
AD,GOL,4
EL,GOL,4
WA,GOL,75
UZW,GOL,5
FLA,GOL,5
GSS,GOL,5
HE,GOL,86
DG,GOL,75
SG,GOL,179
SGF,GOL,180
UZ,RCK,36
W,RCK,3
WGR,RCK,2
AD,RCK,4
EL,RCK,4
WA,RCK,70
UZW,RCK,5
FLA,RCK,5
GSS,RCK,5
HE,RCK,73
DG,RCK,70
SG,RCK,128
SGF,RCK,129
GOL,RCK,129
RS,RCK,224
UZ,RSST,36
W,RSST,3
WGR,RSST,2
AD,RSST,4
EL,RSST,4
WA,RSST,71
UZW,RSST,5
FLA,RSST,5
GSS,RSST,5
HE,RSST,74
DG,RSST,71
SG,RSST,131
SGF,RSST,133
GOL,RSST,162
RS,RSST,131
RCK,RSST,129
SMG,RSST,129
HEBG,RSST,84
ALT,RSST,84
BUE,EMB,89
W,EMB,89
BUE,PFU,89
W,PFU,89
EMB,PFU,89
NH,STR,6
SH,STR,147
W,STR,78
OWT,STR,72
SEU,STR,105
WWAL,STR,72
HGT,STR,6
AN,STR,6
MTL,STR,6
RH,STR,78
KRH,STR,78
KR,STR,94
SH,KRH,77
WF,KRH,1
RH,KRH,169
NE,CF,77
BI,CF,41
SCB,CF,83
STI,CF,83
NE,LOC,1
CF,LOC,92
BI,STI,42
SCB,STI,84
BI,LY,166
KZ,LY,39
LZ,BRZ,27
IO,BRZ,96
LZ,MR,34
IO,MR,96
BRZ,MR,96
LZ,GI,194
IO,GI,27
BRZ,GI,27
MR,GI,66
LZ,SAR,203
IO,SAR,27
BRZ,SAR,27
MR,SAR,34
GI,SAR,208
LZ,HGW,356
GI,HGW,160
SAR,HGW,169
LZ,HW,335
GI,HW,160
SAR,HW,160
HGW,HW,335
LZ,SSTA,187
HGW,SSTA,187
HW,SSTA,175
LZ,STAN,222
HGW,STAN,187
HW,STAN,175
SSTA,STAN,187
LZ,EBG,46
HGW,EBG,11
HW,EBG,11
SSTA,EBG,11
STAN,EBG,46
LZ,KRM,326
GI,KRM,160
SAR,KRM,160
HGW,KRM,326
HW,KRM,326
SSTA,KRM,166
STAN,KRM,166
EBG,KRM,2
ER,GIU,42
GOE,GIU,43
BIA,GIU,109
BEL,GIU,385
BIA,CD,52
BEL,CD,151
GIU,CD,150
LO,CD,130
TEN,CD,130
WF,ARB,38
AW,ARB,38
RH,ARB,89
CH,SCRS,31
LQ,SCRS,119
CH,DAD,3
LQ,DAD,47
SCRS,DAD,47
CH,DAV,3
LQ,DAV,50
SCRS,DAV,48
DAD,DAV,119
CH,AROS,47
CH,ILZ,48
LQ,ILZ,30
CH,THS,84
LQ,THS,5
SCRS,THS,2
DIS,THS,2
CH,FILI,51
LQ,FILI,4
DAV,FILI,38
DIS,FILI,8
THS,FILI,42
CH,BEBR,44
LQ,BEBR,2
DAV,BEBR,3
DIS,BEBR,2
THS,BEBR,42
FILI,BEBR,45
CH,SAME,43
LQ,SAME,17
SCRS,SAME,14
DAV,SAME,3
DIS,SAME,8
THS,SAME,37
FILI,SAME,46
BEBR,SAME,43
CH,SMOR,40
LQ,SMOR,14
SCRS,SMOR,13
DIS,SMOR,8
THS,SMOR,34
FILI,SMOR,40
BEBR,SMOR,35
SAME,SMOR,81
CH,PORE,4
LQ,PORE,2
DAV,PORE,3
THS,PORE,2
FILI,PORE,6
BEBR,PORE,6
SAME,PORE,49
SMOR,PORE,43
LQ,ZEZ,15
SCRS,ZEZ,14
SAME,ZEZ,56
SMOR,ZEZ,20
PORE,ZEZ,34
LQ,SCTA,28
SCRS,SCTA,28
SAME,SCTA,28
SMOR,SCTA,2
PORE,SCTA,26
ZEZ,SCTA,28
LQ,SAGL,29
SCRS,SAGL,29
SAME,SAGL,37
SMOR,SAGL,3
PORE,SAGL,34
ZEZ,SAGL,37
SCTA,SAGL,63
